Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      2.28     0.00   815499     0.00     0.00  std::tr1::_Hashtable<aalta_formula, std::pair<aalta_formula const, int>, std::allocator<std::pair<aalta_formula const, int> >, std::_Select1st<std::pair<aalta_formula const, int> >, std::equal_to<aalta_formula>, aalta_formula::af_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_find_node(std::tr1::__detail::_Hash_node<std::pair<aalta_formula const, int>, false>*, aalta_formula const&, unsigned long) const
  0.00      2.28     0.00   815499     0.00     0.00  std::tr1::__detail::_Hash_code_base<aalta_formula, std::pair<aalta_formula const, int>, std::_Select1st<std::pair<aalta_formula const, int> >, std::equal_to<aalta_formula>, aalta_formula::af_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_hash_code(aalta_formula const&) const
  0.00      2.28     0.00   812766     0.00     0.00  Minisat::vec<Minisat::lbool>::push(Minisat::lbool const&)
  0.00      2.28     0.00   812766     0.00     0.00  Minisat::vec<char>::push()
  0.00      2.28     0.00   812766     0.00     0.00  Minisat::vec<double>::push(double const&)
  0.00      2.28     0.00   812766     0.00     0.00  Minisat::Solver::setDecisionVar(int, bool)
  0.00      2.28     0.00   810305     0.00     0.00  void std::advance<unsigned long const*, long>(unsigned long const*&, long)
  0.00      2.28     0.00   810305     0.00     0.00  void std::__advance<unsigned long const*, long>(unsigned long const*&, long, std::random_access_iterator_tag)
  0.00      2.28     0.00   779711     0.00     0.00  aalta_formula::unique()
  0.00      2.28     0.00   748098     0.00     0.00  __gnu_cxx::new_allocator<aalta_formula*>::new_allocator()
  0.00      2.28     0.00   748098     0.00     0.00  __gnu_cxx::new_allocator<aalta_formula*>::~new_allocator()
  0.00      2.28     0.00   748098     0.00     0.00  std::allocator<aalta_formula*>::~allocator()
  0.00      2.28     0.00   715392     0.00     0.00  std::tr1::_Hashtable<aalta_formula, std::pair<aalta_formula const, int>, std::allocator<std::pair<aalta_formula const, int> >, std::_Select1st<std::pair<aalta_formula const, int> >, std::equal_to<aalta_formula>, aalta_formula::af_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::find(aalta_formula const&)
  0.00      2.28     0.00   715392     0.00     0.00  std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula const, int>, false, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<std::pair<aalta_formula const, int>, false>*, std::tr1::__detail::_Hash_node<std::pair<aalta_formula const, int>, false>**)
  0.00      2.28     0.00   715392     0.00     0.00  bool std::tr1::__detail::operator!=<std::pair<aalta_formula const, int>, false>(std::tr1::__detail::_Hashtable_iterator_base<std::pair<aalta_formula const, int>, false> const&, std::tr1::__detail::_Hashtable_iterator_base<std::pair<aalta_formula const, int>, false> const&)
  0.00      2.28     0.00   715392     0.00     0.00  std::pair<aalta_formula const, int>* std::__addressof<std::pair<aalta_formula const, int> >(std::pair<aalta_formula const, int>&)
  0.00      2.28     0.00   668338     0.00     0.00  std::allocator<aalta_formula*>::allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false> >(std::allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false> > const&)
  0.00      2.28     0.00   628006     0.00     0.00  Minisat::vec<Minisat::Solver::Watcher>::imax(int, int)
  0.00      2.28     0.00   624091     0.00     0.00  bool std::tr1::__detail::operator!=<aalta_formula*, false>(std::tr1::__detail::_Hashtable_iterator_base<aalta_formula*, false> const&, std::tr1::__detail::_Hashtable_iterator_base<aalta_formula*, false> const&)
  0.00      2.28     0.00   563981     0.00     0.00  Minisat::vec<Minisat::Solver::VarData>::operator[](int)
  0.00      2.28     0.00   552547     0.00     0.00  Minisat::ClauseAllocator::clauseWord32Size(int, bool)
  0.00      2.28     0.00   550958     0.00     0.00  Minisat::vec<Minisat::Lit>::push_(Minisat::Lit const&)
  0.00      2.28     0.00   545780     0.00     0.00  Minisat::vec<Minisat::Solver::Watcher>::operator Minisat::Solver::Watcher*()
  0.00      2.28     0.00   525246     0.00     0.00  Minisat::RegionAllocator<unsigned int>::capacity(unsigned int)
  0.00      2.28     0.00   522098     0.00     0.00  Minisat::ClauseAllocator::lea(unsigned int)
  0.00      2.28     0.00   522098     0.00     0.00  Minisat::RegionAllocator<unsigned int>::alloc(int)
  0.00      2.28     0.00   506329     0.00     0.00  Minisat::vec<unsigned int>::operator[](int)
  0.00      2.28     0.00   474145     0.00     0.00  std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<aalta_formula*, false>**)
  0.00      2.28     0.00   470066     0.00     0.00  Minisat::Clause::Clause<Minisat::vec<Minisat::Lit> >(Minisat::vec<Minisat::Lit> const&, bool, bool)
  0.00      2.28     0.00   460163     0.00     0.00  Minisat::Heap<Minisat::Solver::VarOrderLt>::left(int)
  0.00      2.28     0.00   454261     0.00     0.00  std::_Identity<aalta_formula*>::operator()(aalta_formula*&) const
  0.00      2.28     0.00   452011     0.00     0.00  Minisat::Solver::value(int) const
  0.00      2.28     0.00   430129     0.00     0.00  std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<aalta_formula*, false>*, std::tr1::__detail::_Hash_node<aalta_formula*, false>**)
  0.00      2.28     0.00   362092     0.00     0.00  std::pair<bool, int>::pair(bool const&, int const&)
  0.00      2.28     0.00   362092     0.00     0.00  std::pair<bool, unsigned long>::pair<bool, int>(std::pair<bool, int> const&)
  0.00      2.28     0.00   337625     0.00     0.00  aalta_formula::af_prt_hash2::operator()(aalta_formula const*) const
  0.00      2.28     0.00   334447     0.00     0.00  __gnu_cxx::new_allocator<aalta_formula*>::construct(aalta_formula**, aalta_formula* const&)
  0.00      2.28     0.00   334293     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false> >::allocate(unsigned long, void const*)
  0.00      2.28     0.00   334293     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false> >::max_size() const
  0.00      2.28     0.00   334198     0.00     0.00  __gnu_cxx::new_allocator<aalta_formula*>::destroy(aalta_formula**)
  0.00      2.28     0.00   334045     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false> >::deallocate(std::tr1::__detail::_Hash_node<aalta_formula*, false>*, unsigned long)
  0.00      2.28     0.00   307857     0.00     0.00  std::tr1::__detail::_Hash_code_base<aalta_formula*, aalta_formula*, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_bucket_index(aalta_formula* const&, unsigned long, unsigned long) const
  0.00      2.28     0.00   307846     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_find_node(std::tr1::__detail::_Hash_node<aalta_formula*, false>*, aalta_formula* const&, unsigned long) const
  0.00      2.28     0.00   307846     0.00     0.00  std::tr1::__detail::_Hash_code_base<aalta_formula*, aalta_formula*, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_hash_code(aalta_formula* const&) const
  0.00      2.28     0.00   288774     0.00     0.00  std::tr1::__detail::_Hashtable_const_iterator<aalta_formula*, true, false>::_Hashtable_const_iterator(std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false> const&)
  0.00      2.28     0.00   283019     0.00     0.00  Minisat::vec<unsigned int>::size() const
  0.00      2.28     0.00   279409     0.00     0.00  aalta_formula::FALSE()
  0.00      2.28     0.00   279364     0.00     0.00  std::tr1::__detail::_Hashtable_iterator_base<aalta_formula*, false>::_M_incr()
  0.00      2.28     0.00   271366     0.00     0.00  std::tr1::_Hashtable<int, std::pair<int const, aalta_formula*>, std::allocator<std::pair<int const, aalta_formula*> >, std::_Select1st<std::pair<int const, aalta_formula*> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::end()
  0.00      2.28     0.00   271366     0.00     0.00  std::tr1::__detail::_Hashtable_iterator<std::pair<int const, aalta_formula*>, false, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<std::pair<int const, aalta_formula*>, false>**)
  0.00      2.28     0.00   269702     0.00     0.00  std::tr1::__detail::_Hashtable_const_iterator<aalta_formula*, true, false>::operator*() const
  0.00      2.28     0.00   256557     0.00     0.00  aalta_formula::TRUE()
  0.00      2.28     0.00   245665     0.00     0.00  std::tr1::__detail::_Hashtable_iterator_base<aalta_formula*, false>::_M_incr_bucket()
  0.00      2.28     0.00   245283     0.00     0.00  std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>::operator*() const
  0.00      2.28     0.00   237490     0.00     0.00  std::_Iter_base<std::tr1::__detail::_Hash_node<aalta_formula*, false>**, false>::_S_base(std::tr1::__detail::_Hash_node<aalta_formula*, false>**)
  0.00      2.28     0.00   237490     0.00     0.00  std::_Niter_base<std::tr1::__detail::_Hash_node<aalta_formula*, false>**>::iterator_type std::__niter_base<std::tr1::__detail::_Hash_node<aalta_formula*, false>**>(std::tr1::__detail::_Hash_node<aalta_formula*, false>**)
  0.00      2.28     0.00   237459     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false>*>::new_allocator()
  0.00      2.28     0.00   237459     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false>*>::~new_allocator()
  0.00      2.28     0.00   237459     0.00     0.00  std::allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false>*>::allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false> >(std::allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false> > const&)
  0.00      2.28     0.00   237459     0.00     0.00  std::allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false>*>::~allocator()
  0.00      2.28     0.00   223087     0.00     0.00  Minisat::vec<Minisat::Solver::Watcher>::operator[](int)
  0.00      2.28     0.00   213247     0.00     0.00  std::_Identity<aalta_formula*>::operator()(aalta_formula* const&) const
  0.00      2.28     0.00   202947     0.00     0.00  __gnu_cxx::new_allocator<std::pair<aalta_formula const, int> >::new_allocator()
  0.00      2.28     0.00   202947     0.00     0.00  __gnu_cxx::new_allocator<std::pair<aalta_formula const, int> >::~new_allocator()
  0.00      2.28     0.00   202947     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int const, aalta_formula*> >::new_allocator()
  0.00      2.28     0.00   202947     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int const, aalta_formula*> >::~new_allocator()
  0.00      2.28     0.00   202947     0.00     0.00  std::allocator<std::pair<aalta_formula const, int> >::~allocator()
  0.00      2.28     0.00   202947     0.00     0.00  std::allocator<std::pair<int const, aalta_formula*> >::~allocator()
  0.00      2.28     0.00   200214     0.00     0.00  std::tr1::_Hashtable<aalta_formula, std::pair<aalta_formula const, int>, std::allocator<std::pair<aalta_formula const, int> >, std::_Select1st<std::pair<aalta_formula const, int> >, std::equal_to<aalta_formula>, aalta_formula::af_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_get_Value_allocator() const
  0.00      2.28     0.00   200214     0.00     0.00  std::tr1::_Hashtable<int, std::pair<int const, aalta_formula*>, std::allocator<std::pair<int const, aalta_formula*> >, std::_Select1st<std::pair<int const, aalta_formula*> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_get_Value_allocator() const
  0.00      2.28     0.00   200214     0.00     0.00  std::allocator<std::pair<aalta_formula const, int> >::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula const, int>, false> >(std::allocator<std::tr1::__detail::_Hash_node<std::pair<aalta_formula const, int>, false> > const&)
  0.00      2.28     0.00   200214     0.00     0.00  std::allocator<std::pair<int const, aalta_formula*> >::allocator<std::tr1::__detail::_Hash_node<std::pair<int const, aalta_formula*>, false> >(std::allocator<std::tr1::__detail::_Hash_node<std::pair<int const, aalta_formula*>, false> > const&)
  0.00      2.28     0.00   200214     0.00     0.00  std::pair<aalta_formula const, int>::~pair()
  0.00      2.28     0.00   196862     0.00     0.00  aalta_formula::af_prt_hash::operator()(aalta_formula const*) const
  0.00      2.28     0.00   192626     0.00     0.00  std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>::operator++()
  0.00      2.28     0.00   179575     0.00     0.00  std::tr1::__detail::_Hash_code_base<aalta_formula*, aalta_formula*, std::_Identity<aalta_formula*>, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_copy_code(std::tr1::__detail::_Hash_node<aalta_formula*, false>*, std::tr1::__detail::_Hash_node<aalta_formula*, false> const*) const
  0.00      2.28     0.00   161582     0.00     0.00  Minisat::Solver::satisfied(Minisat::Clause const&) const
  0.00      2.28     0.00   156096     0.00     0.00  Minisat::ClauseAllocator::reloc(unsigned int&, Minisat::ClauseAllocator&)
  0.00      2.28     0.00   156096     0.00     0.00  Minisat::Clause::reloced() const
  0.00      2.28     0.00   154738     0.00     0.00  std::pair<std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>, bool> std::make_pair<std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>, bool>(std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false>, bool)
  0.00      2.28     0.00   153567     0.00     0.00  std::tr1::__detail::_Hash_code_base<aalta_formula*, aalta_formula*, std::_Identity<aalta_formula*>, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_bucket_index(aalta_formula* const&, unsigned long, unsigned long) const
  0.00      2.28     0.00   152116     0.00     0.00  std::tr1::__detail::_Hash_code_base<aalta_formula*, aalta_formula*, std::_Identity<aalta_formula*>, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_hash_code(aalta_formula* const&) const
  0.00      2.28     0.00   149779     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, std::equal_to<aalta_formula*>, aalta_formula::af_prt_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_find_node(std::tr1::__detail::_Hash_node<aalta_formula*, false>*, aalta_formula* const&, unsigned long) const
  0.00      2.28     0.00   145225     0.00     0.00  Minisat::lbool::lbool()
  0.00      2.28     0.00   144528     0.00     0.00  std::tr1::_Hashtable<int, std::pair<int const, aalta_formula*>, std::allocator<std::pair<int const, aalta_formula*> >, std::_Select1st<std::pair<int const, aalta_formula*> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::find(int const&)
  0.00      2.28     0.00   144528     0.00     0.00  bool std::tr1::__detail::operator!=<std::pair<int const, aalta_formula*>, false>(std::tr1::__detail::_Hashtable_iterator_base<std::pair<int const, aalta_formula*>, false> const&, std::tr1::__detail::_Hashtable_iterator_base<std::pair<int const, aalta_formula*>, false> const&)
